Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Aruba,ABW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1733000000
Aruba,ABW,Net migration,SM.POP.NETM,1004
Aruba,ABW,Population growth (annual %),SP.POP.GROW,0.420780682346729
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,584.8
Australia,AUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,43982000000
Australia,AUS,Net migration,SM.POP.NETM,849966
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.5903881678407
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.19798089448545
Austria,AUT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,22408000000
Austria,AUT,Net migration,SM.POP.NETM,99999
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.826911085320376
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,106.748569592638
Azerbaijan,AZE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3214000000
Azerbaijan,AZE,Net migration,SM.POP.NETM,0
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,1.06642921950552
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,119.298766178783
"Bahamas, The",BHS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2598000000
"Bahamas, The",BHS,Net migration,SM.POP.NETM,5000
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,1.04985371711888
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,39.4966033966034
Bahrain,BHR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3836000000
Bahrain,BHR,Net migration,SM.POP.NETM,235000
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,4.62170395867266
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,1918.4883566226
Bangladesh,BGD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,344000000
Bangladesh,BGD,Net migration,SM.POP.NETM,-2350001
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.04889803870797
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1265.03611431205
Barbados,BRB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1064000000
Barbados,BRB,Net migration,SM.POP.NETM,2072
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.253366526820706
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,664.462790697674
Belarus,BLR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1134000000
Belarus,BLR,Net migration,SM.POP.NETM,10000
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.0667143332566244
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.8395897002074
Belgium,BEL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,13750000000
Belgium,BEL,Net migration,SM.POP.NETM,240000
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.358059870317671
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,375.563672391017
Belize,BLZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,427000000
Belize,BLZ,Net migration,SM.POP.NETM,6832
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2.08384976822079
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,16.4261727312582
Benin,BEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Benin,BEN,Net migration,SM.POP.NETM,-10000
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.75229761863942
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,99.1104292302235
Bermuda,BMU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,513000000
Bermuda,BMU,Net migration,SM.POP.NETM,..
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.153043265331121
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,1211.87034896797
Bhutan,BTN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,105000000
Bhutan,BTN,Net migration,SM.POP.NETM,0
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.22652008648406
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,21.172662035351
Bolivia,BOL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,919000000
Bolivia,BOL,Net migration,SM.POP.NETM,-50005
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1.49247861908284
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,10.2017908243331
Bosnia and Herzegovina,BIH,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,894000000
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,-2506
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,-0.279021621309928
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,68.49642578125
Botswana,BWA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,704600000
Botswana,BWA,Net migration,SM.POP.NETM,15000
Botswana,BWA,Population growth (annual %),SP.POP.GROW,1.82311170583398
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,4.04365570906781
Brazil,BRA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6175000000
Brazil,BRA,Net migration,SM.POP.NETM,30000
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.784485491359962
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,25.0400541268751
British Virgin Islands,VGB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
British Virgin Islands,VGB,Net migration,SM.POP.NETM,..
British Virgin Islands,VGB,Population growth (annual %),SP.POP.GROW,1.72983927704264
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,207.973333333333
Brunei Darussalam,BRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,177000000
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,1760
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,1.29149469752361
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,81.346679316888
Bulgaria,BGR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4678000000
Bulgaria,BGR,Net migration,SM.POP.NETM,-24001
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.729821352336656
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,65.1804624170965
Burkina Faso,BFA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Burkina Faso,BFA,Net migration,SM.POP.NETM,-125000
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.89106643716766
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,70.15125
Burundi,BDI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3000000
Burundi,BDI,Net migration,SM.POP.NETM,20000
Burundi,BDI,Population growth (annual %),SP.POP.GROW,3.18076415463639
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,423.0625
Cabo Verde,CPV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,462000000
Cabo Verde,CPV,Net migration,SM.POP.NETM,-7392
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,1.25753534812847
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,135.580148883375
Cambodia,KHM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4023000000
Cambodia,KHM,Net migration,SM.POP.NETM,-149999
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,1.52990245330362
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,90.6717255835033
Cameroon,CMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,543000000
Cameroon,CMR,Net migration,SM.POP.NETM,-24000
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.58805882261683
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,50.8847432886971
Canada,CAN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,20404000000
Canada,CAN,Net migration,SM.POP.NETM,1100000
Canada,CAN,Population growth (annual %),SP.POP.GROW,1.21548069054233
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,4.03673422033956
Cayman Islands,CYM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Cayman Islands,CYM,Net migration,SM.POP.NETM,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,1.29820992014846
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,256.495833333333
Central African Republic,CAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Central African Republic,CAF,Net migration,SM.POP.NETM,-150000
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1.39317323056446
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,7.47869915567113
Chad,TCD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Chad,TCD,Net migration,SM.POP.NETM,10000
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.04904250329055
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,11.8329050190597
Channel Islands,CHI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Channel Islands,CHI,Net migration,SM.POP.NETM,3654
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,0.4686916463612
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,834.919224090548
Chile,CHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4604000000
Chile,CHL,Net migration,SM.POP.NETM,85285
Chile,CHL,Population growth (annual %),SP.POP.GROW,0.806199812779572
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,24.2823782179862
China,CHN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,32617000000
China,CHN,Net migration,SM.POP.NETM,-1624595
China,CHN,Population growth (annual %),SP.POP.GROW,0.559121331017265
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,147.674050750889
Colombia,COL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5801000000
Colombia,COL,Net migration,SM.POP.NETM,-147004
Colombia,COL,Population growth (annual %),SP.POP.GROW,0.843640031809536
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,44.2231771068049
Comoros,COM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Comoros,COM,Net migration,SM.POP.NETM,-10000
Comoros,COM,Population growth (annual %),SP.POP.GROW,2.27544481582807
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,437.351946967305
"Congo, Dem. Rep.",COD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6000000
"Congo, Dem. Rep.",COD,Net migration,SM.POP.NETM,119303
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.25353256258409
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,35.8792210140932
"Congo, Rep.",COG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Congo, Rep.",COG,Net migration,SM.POP.NETM,-20003
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.59828948200411
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,15.404831625183
Costa Rica,CRI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3827000000
Costa Rica,CRI,Net migration,SM.POP.NETM,16384
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,0.993448432960628
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,96.0785154719937
Cote d'Ivoire,CIV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,30000
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.49574384006031
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,76.3985849056604
Croatia,HRV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,11128000000
Croatia,HRV,Net migration,SM.POP.NETM,-40000
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-1.17227156416102
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,73.7258756254467
Cuba,CUB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3302000000
Cuba,CUB,Net migration,SM.POP.NETM,-109998
Cuba,CUB,Population growth (annual %),SP.POP.GROW,0.0753812498408372
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,110.407960007691
Curacao,CUW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,572000000
Curacao,CUW,Net migration,SM.POP.NETM,2573
Curacao,CUW,Population growth (annual %),SP.POP.GROW,0.842597375598035
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,362.644144144144
Cyprus,CYP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3128000000
Cyprus,CYP,Net migration,SM.POP.NETM,25001
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,0.802327688150641
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,127.657034632035
Czech Republic,CZE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7693000000
Czech Republic,CZE,Net migration,SM.POP.NETM,59997
Czech Republic,CZE,Population growth (annual %),SP.POP.GROW,0.236236119951628
Czech Republic,CZE,Population density (people per sq. km of land area),EN.POP.DNST,137.15777000777
Denmark,DNK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7969000000
Denmark,DNK,Net migration,SM.POP.NETM,75998
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.723509852657168
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,137.404215289355
Djibouti,DJI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35100000
Djibouti,DJI,Net migration,SM.POP.NETM,4501
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,1.54290020553782
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,41.28494391717
Dominica,DMA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,182000000
Dominica,DMA,Net migration,SM.POP.NETM,..
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.518079657182656
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,98.5666666666667
Dominican Republic,DOM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7178000000
Dominican Republic,DOM,Net migration,SM.POP.NETM,-151333
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.1039350496137
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,222.873069757814
Ecuador,ECU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1663000000
Ecuador,ECU,Net migration,SM.POP.NETM,-30776
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,1.452861287257
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,66.9385488806571
"Egypt, Arab Rep.",EGY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,8636000000
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,-275000
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1.92973523296491
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,97.9990466623135
El Salvador,SLV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1227000000
El Salvador,SLV,Net migration,SM.POP.NETM,-202694
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,0.520823416513904
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,307.811438223938
Equatorial Guinea,GNQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,79999
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,3.71241327666878
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,45.1939037433155
Eritrea,ERI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Eritrea,ERI,Net migration,SM.POP.NETM,-49999
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,..
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,..
Estonia,EST,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2144000000
Estonia,EST,Net migration,SM.POP.NETM,-4999
Estonia,EST,Population growth (annual %),SP.POP.GROW,-0.0235627663777683
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,30.2617897400506
Eswatini,SWZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,13200000
Eswatini,SWZ,Net migration,SM.POP.NETM,-9999
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,1.78254629816248
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,79.491511627907
Ethiopia,ETH,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2503000000
Ethiopia,ETH,Net migration,SM.POP.NETM,-60001
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.46369925432305
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,104.957438
Faroe Islands,FRO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Faroe Islands,FRO,Net migration,SM.POP.NETM,..
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.351601366211501
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,35.3080213789178
Fiji,FJI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1188000000
Fiji,FJI,Net migration,SM.POP.NETM,-20000
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.747345050746054
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,49.5622331691297
Finland,FIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5204000000
Finland,FIN,Net migration,SM.POP.NETM,70000
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.290734696421765
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.134654996545
France,FRA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,69894000000
France,FRA,Net migration,SM.POP.NETM,400002
France,FRA,Population growth (annual %),SP.POP.GROW,0.38645078799135
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,122.578378064098
French Polynesia,PYF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
French Polynesia,PYF,Net migration,SM.POP.NETM,-500
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,0.993944778935653
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,77.3243169398907
Gabon,GAB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Gabon,GAB,Net migration,SM.POP.NETM,5000
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.26485945338282
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,7.85942096479994
"Gambia, The",GMB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,116000000
"Gambia, The",GMB,Net migration,SM.POP.NETM,-13000
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,2.99930505139305
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,207.566007905138
Georgia,GEO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2971000000
Georgia,GEO,Net migration,SM.POP.NETM,-50000
Georgia,GEO,Population growth (annual %),SP.POP.GROW,-0.0591684165505705
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.0320165156234
Germany,DEU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,56173000000
Germany,DEU,Net migration,SM.POP.NETM,1850000
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.419684693682261
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,236.704259216854
Ghana,GHA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,919000000
Ghana,GHA,Net migration,SM.POP.NETM,-100000
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.19818485041117
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,126.718946119364
Gibraltar,GIB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Gibraltar,GIB,Net migration,SM.POP.NETM,..
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,0.472608484888327
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3457.1
Greece,GRC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,18820000000
Greece,GRC,Net migration,SM.POP.NETM,49996
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.144406757661553
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.478828549263
Greenland,GRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Greenland,GRL,Net migration,SM.POP.NETM,..
Greenland,GRL,Population growth (annual %),SP.POP.GROW,-0.0267006062623867
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136852235351444
Grenada,GRD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,499000000
Grenada,GRD,Net migration,SM.POP.NETM,-3497
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.47224711502764
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,317.132352941176
Guam,GUM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guam,GUM,Net migration,SM.POP.NETM,-2532
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.814983494459748
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,304.127777777778
Guatemala,GTM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1566000000
Guatemala,GTM,Net migration,SM.POP.NETM,-46073
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.97662440108666
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,157.834107876073
Guinea,GIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,16600000
Guinea,GIN,Net migration,SM.POP.NETM,-50000
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.5585811788215
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,51.7547452384828
Guinea-Bissau,GNB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,-9995
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.47960680887292
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,66.1907183499289
Guyana,GUY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guyana,GUY,Net migration,SM.POP.NETM,-24552
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.587432273534753
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.95153162306325
Haiti,HTI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,460000000
Haiti,HTI,Net migration,SM.POP.NETM,-175000
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.22680250927908
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,398.448076923077
Honduras,HND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,722000000
Honduras,HND,Net migration,SM.POP.NETM,-14001
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.65637203554262
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,82.8051389757798
"Hong Kong SAR, China",HKG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,38039000000
"Hong Kong SAR, China",HKG,Net migration,SM.POP.NETM,146542
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,0.748222904999017
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7039.71428571429
Hungary,HUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,8453000000
Hungary,HUN,Net migration,SM.POP.NETM,29999
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.33575686742665
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,108.042936043301
Iceland,ISL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,3024000000
Iceland,ISL,Net migration,SM.POP.NETM,1900
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1.72748535367068
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.40432917705736
India,IND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,27878000000
India,IND,Net migration,SM.POP.NETM,-2449998
India,IND,Population growth (annual %),SP.POP.GROW,1.12707105958419
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,450.418616704617
Indonesia,IDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14117000000
Indonesia,IDN,Net migration,SM.POP.NETM,-825000
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.09537776465479
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,145.725188096513
"Iran, Islamic Rep.",IRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Iran, Islamic Rep.",IRN,Net migration,SM.POP.NETM,-274998
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1.09683807176374
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,49.831029740416
Iraq,IRQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Iraq,IRQ,Net migration,SM.POP.NETM,39171
